stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
HER16AWN,4916,HERMAN ST & 16TH AVE N WB,,36.165526,-86.800157,,,,,,
GARDELNN,4917,GARFIELD ST & DELTA AVE  NB,9TH AVE & DELTA AVE,36.179792,-86.798754,0,,,,,0
TEN50AWN,4920,TENNESSEE AVE & 50TH AVE WB,,36.161105,-86.847223,0,,,,,
UNI2AEF,4921,UNION ST & 2ND AVE EB,,36.166036,-86.777419,,,,,,0
BRIWORNF,4923,BRIARVILLE RD & WORTH ST NB,,36.243538,-86.736359,,,,,,0
28ACHASF,4931,28TH AVE & CHARLOTTE AVE SB,,36.153539,-86.818245,,,,,,0
28ACHANF,4932,28TH AVE & CHARLOTTE AVE NB,,36.154331,-86.818228,,,,,,0
POWBRASF,4935,POWELL AVE & BRANSFORD AVE SB,,36.109932,-86.766778,,,,,,0
BURWALEF,4943,BURTON ST & WALNUT ST EB,,35.849241,-86.393012,,,,,,
MORBRISN,4945,MOOREWOOD DR & BRICKMONT CT SB,,36.246686,-86.773049,,,,,,
DBTWHESN,4968,DR DB TODD BLVD & WHELESS ST SB,,36.176207,-86.809511,,,,,,
DBTUNDSN,4969,DR DB TODD BLVD & UNDERWOOD ST SB,,36.173382,-86.808281,,,,,,
DBTJEFSN,4970,DR DB TODD BLVD & JEFFERSON ST SB,,36.169563,-86.806748,,,,,,0
33AALBSN,4972,33 RD AVE N & ALBION ST SB,,36.163356,-86.826119,,,,,,
ALB30AEF,4973,ALBION ST & 30TH AVE N EB,2976 ALBION ST & 30TH AVE,36.163872,-86.822059,,,,,,0
28AHERSF,4974,28TH AVE N & HERMAN ST SB,903 28TH AVE & BATAVIA ST,36.161347,-86.819241,,,,,,0
28ACLISN,4975,28TH AVE N & CLIFTON AVE SB,,36.158825,-86.818629,,,,,,
31ALONSN,4976,31ST AVE N & LONG BLVD SB,,36.146548,-86.816414,,,,,,
31ABURNN,4977,31ST AVE N & BURCH AVE NB,,36.146209,-86.816324,,,,,,
28ATORNF,4978,28TH AVE N & TORBETT ST NB,671 28TH AVE & TORBETT ST,36.158245,-86.818531,,,,,,0
28AHERNN,4979,28TH AVE N & HERMAN ST NB,,36.161575,-86.819214,,,,,,
ALB30AWN,4980,ALBION ST & 30ST AVE N WB,2988 ALBION ST & 30TH AVE,36.16394,-86.822222,0,,,,,0
ALB33AWN,4981,ALBION ST & 33RD AVE N WB,,36.163323,-86.825945,,,,,,
DBTUNDNN,4983,DR DB TODD BLVD & UNDERWOOD ST NB,,36.173302,-86.808157,,,,,,
DBTWHENN,4984,DR DB TODD BLVD & WHELESS ST NB,,36.175891,-86.809247,,,,,,
DICMULNN,4987,DICKERSON PIKE & MULBERRY DOWNS CIR,,36.251065,-86.757218,,,,,,
HUNYOEWN,4989,HUNTERS LN & YOEST DR WB,,36.27798,-86.753355,0,,,,,0
MURSTOEN,5021,MURFREESBORO PIKE & STONES RIVER RD,,36.01921,-86.573521,,,,,,
MURVETEF,5022,MURFREESBORO PIKE & VETERANS MEMORIAL EB,,36.016241,-86.561595,0,,,,,
NHIEBUNF,5030,N HIGHLAND AVE & E BURTON ST NB,,35.84836,-86.383141,,,,,,
NHIEBUSN,5031,N HIGHLAND AVE & E BURTON ST SB,,35.848414,-86.383297,,,,,,
MURVETWN,5040,MURFREESBORO PIKE & VETERANS MEMORIAL WB,,36.016652,-86.561482,0,,,,,
28APARNN,5051,28TH AVE & PARK PLZ NB,,36.149914,-86.817829,,,,,,0
28APARSF,5052,28TH AVE & PARK PLZ SB,,36.149861,-86.817851,,,,,,
26ADOWNN,5058,26TH AVE & DOWLAN ST NB,,36.188345,-86.818317,,,,,,
DOW25AEN,5059,DOWLAN ST & 25TH AVE EB,,36.188321,-86.816946,,,,,,
MXOMCCTR,5060,CONVENTION CENTER STATION OUTBOUND,,36.159257,-86.776124,,,,,,1
MXOWHARF,5061,WHARF STATION OUTBOUND,,36.148839,-86.76271,,,,,,1
MXOELMHI,5062,ELM HILL STATION OUTBOUND,,36.144475,-86.749604,,,,,,1
MXOFOSTE,5063,FOSTER STATION OUTBOUND,,36.140994,-86.739126,,,,,,1
MXOTHOMP,5064,THOMPSON STATION OUTBOUND,,36.128164,-86.713199,,,,,,1
MXOGLENG,5065,GLENGARRY STATION OUTBOUND,,36.121149,-86.704215,,,,,,1
MXODONEL,5066,DONELSON/DELL STATION OUTBOUND,,36.105615,-86.672004,,,,,,1
MXONASHB,5067,NASHBORO STATION OUTBOUND,,36.088579,-86.649765,,,,,,1
MXOBELL,5068,BELL STATION OUTBOUND,,36.07199,-86.636496,0,,,,,1
MXOZELID,5069,ZELIDA STATION OUTBOUND,,36.055201,-86.642465,,,,,,1
MXOMTVIE,5070,MOUNT VIEW STATION OUTBOUND,BELL RD & RAMP,36.050724,-86.647404,0,,,,,1
MXIMTVIE,5071,MOUNT VIEW STATION INBOUND,,36.050198,-86.648198,,,,,,1
MXIZELID,5072,ZELIDA STATION INBOUND,,36.055495,-86.642172,,,,,,1
MXIBELL,5073,BELL STATION INBOUND,2636 MURFREESBORO PIKE,36.072852,-86.636862,,,,,,1
MXINASHB,5074,NASHBORO STATION INBOUND,2262 MURFREESBORO PIKE,36.088298,-86.64938,,,,,,1
MXIDONEL,5075,DONELSON/DELL STATION INBOUND,,36.106276,-86.672801,,,,,,1
MXIGLENG,5076,GLENGARRY STATION INBOUND,,36.121215,-86.703814,,,,,,1
MXITHOMP,5077,THOMPSON STATION INBOUND,,36.127172,-86.711441,,,,,,1
MXIFOSTE,5078,FOSTER STATION INBOUND,,36.141554,-86.740261,,,,,,1
MXIELMHI,5079,ELM HILL STATION INBOUND,,36.144938,-86.750456,,,,,,1
MXIWHARF,5080,WHARF STATION INBOUND,,36.14886,-86.762226,,,,,,1
MXOFULTN,5082,FULTON STATION OUTBOUND,,36.153405,-86.772328,,,,,,1
PORGRESF,5086,PORTER RD & GREENWOOD AVE SB,,36.188328,-86.729427,0,,,,,0
MXOPLUSP,5088,PLUS PARK STATION OUTBOUND,,36.13434,-86.723268,,,,,,1
MXIPLUSP,5089,PLUS PARK STATION INBOUND,,36.134477,-86.722961,,,,,,1
LEBEASWN,5090,LEBANON PIKE & EASTHAVEN TOWNHOMES SB,,36.163373,-86.699707,0,,,,,0
LEBOMOWF,5091,LEBANON PIKE & OMOHUNDRO DR WB,1884 LEBANON PIKE,36.15688,-86.709648,,,,,,0
HERDECEN,5092,HERMITAGE AVE & DECATUR ST EB,,36.153558,-86.753688,,,,,,
HERMIDWF,5094,HERMITAGE AVE & MIDDLETON ST WB,,36.156129,-86.767343,,,,,,
LEBOMHWN,5095,LEBANON PIKE & OMOHUNDRO PL WB,,36.154492,-86.739533,,,,,,
H70MONEF,5096,HWY 70 & MONTVIEW CONDOS EB,,36.079799,-86.903128,,,,,,0
H70FORWN,5097,HWY 70 & FOREST PARK APARTMENTS WB,6955 USHY 70S,36.077563,-86.91219,,,,,,0
H70FOREM,5098,HWY 70 & FOREST PARK APARTMENTS EB,,36.077373,-86.912033,,,,,,1
H70OLDWN,5099,HWY 70 & OLD HICKORY BLVD WB,,36.074995,-86.919547,,,,,,1
SAWPLASM,5100,SAWYER BROWN RD & PLANTATION CT SB,,36.07497,-86.946076,,,,,,
TODSAWEF,5101,TODD PREIS DR & SAWYER BROWN RD EB,,36.07089,-86.946694,,,,,,
H70HILWN,5102,HWY 70 & HILLMEAD APTS WB,6805 USHY 70S,36.080416,-86.901647,,,,,,0
MCGGALWN,5106,MCGAVOCK PIKE & GALLATIN PIKE WB,1109 MCGAVOCK PIKE & THOMAS AVE,36.20502,-86.737148,0,,,,,0
KOR4AVWN,5118,KOREAN VETS BLVD & 4TH AVE WB,,36.157299,-86.774558,,,,,,0
KOR6AVWN,5119,KOREAN VETS BLVD & 6TH AVE WB,,36.156039,-86.77717,,,,,,0
RIVHANSF,5139,RIVERSIDE DR & HANOVER RD SB,,36.20271,-86.722726,,,,,,0
RIVDORSN,5140,RIVERSIDE DR & DORCHESTER AVE SB,,36.198326,-86.723246,,,,,,0
PORMCKSF,5143,PORTER RD & MCKENNELL DR SB,1491 PORTER RD & MCKENNELL DR,36.193057,-86.72665,,,,,,0
PORTILNF,5146,PORTER RD & TILLMAN LN NB,823 PORTER RD & TILLMAN LN,36.18522,-86.731145,0,,,,,0
CHAOLDEN,5151,CHARLOTTE PIKE & OLD CHARLOTTE PK EB,,36.133043,-86.892247,0,,,,,
PLSTVWPR,5153,PLEASANT VIEW PARK AND RIDE,,36.390575,-87.020703,0,,,,,
VAIBRIEF,5154,VAILVIEW DR & BRICKDALE LN EB,,36.235422,-86.772989,,,,,,0
DICALHNN,5156,DICKERSON PIKE & ALHAMBRA CIR NB,,36.219661,-86.762272,,,,,,
COUHOSWN,5158,COUNTY HOSPITAL RD & HOSPITAL LN WB,3303 HOSPITAL LN & COUNTY HOSPITAL RD,36.1827,-86.845591,,,,,,0
HAMRIVNM,5159,HAMILTON RD S & RIVER DR NB,,36.192671,-86.831987,,,,,,
HER12AEN,5160,HERMAN ST & 12TH AVE N EB,,36.167152,-86.796343,,,,,,
CAMCOUSF,5161,CAMILLA CALDWELL LN & COUNTY HOSPITAL RD SB,,36.182449,-86.847812,,,,,,
21AHERSN,5162,21ST AVE & HERMOSA ST SB,,36.163744,-86.808549,,,,,,
40APRENN,5163,40TH AVE & PRESTON TAYLOR PL NB,,36.160248,-86.835421,,,,,,
44AWALSM,5164,44TH AVE & WALTER S DAVIS BLVD SB,,36.162389,-86.840223,,,,,,
JON29AWF,5167,JOHN A MERRITT BLVD & 29TH AVE WB,,36.167968,-86.821943,,,,,,
CLAFAISF,5173,CLARKSVILLE PIKE & FAIRVIEW DR SB,,36.210576,-86.839218,0,,0,,,0
23RBUCSN,5174,23RD AVE & BUCHANAN ST SB,,36.180613,-86.814645,,,,,,
ELMFESEN,5175,ELM HILL PIKE & FESSLERS LN EB,,36.144609,-86.744305,,,,,,0
ELMTWIEM,5176,ELM HILL PIKE & TWIN ELMS CT EB,,36.14382,-86.735244,,,,,,0
ELMMASEM,5177,ELM HILL PIKE & MASSMAN DR EB,,36.144372,-86.714676,,,,,,0
MASAPPEN,5178,MASSMAN DR & APPLETON DR EB,,36.151868,-86.706572,,,,,,
MASAPPWM,5179,MASSMAN DR & APPLETON DR WB,,36.152786,-86.704462,,,,,,
MASMAPWF,5180,MASSMAN DR & MAPLELEAF DR WB,,36.150717,-86.709254,,,,,,
ELMELMEF,5181,ELM HILL PIKE & ELM TREE DR EB,,36.145528,-86.706175,,,,,,0
ELMAIREN,5182,ELM HILL PIKE & AIR LANE DR EB,,36.150263,-86.698039,,,,,,0
DONSHANM,5184,DONELSON PIKE & SHACLETT DR NB,,36.144049,-86.66659,,,,,,0
ELMWANWM,5185,ELM HILL PIKE & WANDA DR WB,2142 ELM HILL PIKE & SANBORN DR,36.150845,-86.69316,,,,,,0
ELMAPPSF,5186,ELM HILL PIKE & APPLETON DR SB,,36.148937,-86.703446,,,,,,0
ELMAIRWF,5187,ELM HILL PIKE & AIR LANE DR WB,,36.145617,-86.706264,,,,,,
ELMMASW_,5188,ELM HILL PIKE & MASSMAN DR WB,,36.144995,-86.710874,0,,,,,2
ELMTWIWF,5189,ELM HILL PIKE & TWIN ELMS CT WB,976 ELM HILL PIKE & TWIN ELMS CT,36.144206,-86.738218,,,,,,0
ELMFESWF,5190,ELM HILL PIKE & FESSLERS LN WB,,36.144832,-86.745056,,,,,,
12ACARSF,5191,12TH AVE & CARUTHERS AVE SB,,36.125596,-86.789441,,,,,,
GRAKIRNN,5192,GRANNY WHITE PIKE & KIRKWOOD AVE NB,,36.120711,-86.790472,,,,,,
REVROWWN,5202,REVELS DR & ROWAN DR WB,,36.222813,-86.809262,,,,,,0
ROWBONWN,5203,ROWAN DR & BONTEMPS DR WB,,36.219615,-86.815155,,,,,,
ROWBONEF,5204,ROWAN DR & BONTEMPS DR EB,,36.219552,-86.815121,,,,,,
LYTBOYNN,5205,LYTLE DR & BOYD DR NB,,36.222513,-86.827134,,,,,,
WHILUZSN,5206,WHITES CREEK PIKE & LUZON ST SB,,36.210386,-86.796541,,,,,,0
BATMEASN,5207,BAPTIST WORLD CENTER DR & MEADE DR SB,1816 BAPTIST WORLD CENTER DR & MEADE AVE,36.203289,-86.789279,,,,,,0
FREVANSM,5209,FRENCH LANDING DR & VANTAGE WAY SB,180 FRENCH LANDING DR,36.190425,-86.797514,,,,,,0
MCGGLEWN,5213,MCGAVOCK PIKE & GLENMEADE DR WB,1263 MCGAVOCK PIKE & GLENMEADE DR,36.204035,-86.726778,,,,,,0
31AHEDSN,5236,31ST AVE N AND HEDRICK ST SB,,36.143655,-86.816301,,,,,,
31AHEDNF,5237,31ST AVE N & HEDRICK ST NB,,36.144012,-86.816447,,,,,,
EDG15AWN,5238,EDGEHILL AVE & 15TH AVE S WB,,36.14316,-86.790598,,,,,,
EDG10AEN,5243,EDGEHILL AVE & 10TH AVE S EB,,36.141838,-86.78351,,,,,,
WED19AWN,5246,WEDGEWOOD AVE & 19TH AVE WB,,36.137391,-86.798009,,,,,,
GREFAIN,5249,GREEN ST & FAIRFIELD AVE NB,,36.152666,-86.75629,0,,,,,
LEBRIVEF,5255,LEBANON PIKE & RIVERSTONE BLVD EB,LEBANON PK & RIVERSTONE BLVD,36.170385,-86.653513,,,,,,
LEBRIVWN,5256,LEBANON PIKE & RIVERSTONE BLVD SB,LEBANON PK & RIVERSTONE BLVD,36.170671,-86.653457,,,,,,
DKWMPNR,5270,DICKSON WALMART PARK AND RIDE,399 RUGER DR,36.059972,-87.379122,0,,,,,
CXI17AVE,5271,17TH AVE STATION INBOUND,1701 CHARLOTTE AVE & 17TH AVE,36.158667,-86.79825,0,,,,,1
11ACHASF,5273,11TH AVE & CHARLOTTE AVE SB,361 11TH AVE,36.161582,-86.790293,,,,,,0
11ACHUSF,5274,11TH AVE & CHURCH ST SB,321 11TH AVE & CHURCH ST,36.159402,-86.788385,,,,,,0
11APORSF,5275,11TH AVE & PORTER ST SB,303 11TH AVE & PORTER ST,36.157903,-86.786781,,,,,,
11ADEMSF,5276,11TH AVE & DEMONBREUN SB,4 11TH AVE & MCGAVOCK ST,36.155013,-86.785074,,,,,,
11ALAUSF,5277,11TH AVE & LAUREL ST SB,279 11TH AVE & LAUREL ST,36.153661,-86.784135,,,,,,0
11ALAUNN,5279,11TH AVE & LAUREL ST NB,303 11TH AVE & LAUREL ST,36.154035,-86.784289,0,,,,,0
11ADEMNF,5280,11TH AVE & DEMONBREUN NB,20 11TH AVE & MCGAVOCK ST,36.155189,-86.785031,,,,,,
11APORNN,5281,11TH AVE & PORTER ST NB,302 11TH AVE & PORTER ST,36.157887,-86.786591,,,,,,
11ACHUNF,5282,11TH AVE & CHURCH ST NB,325 11TH AVE & CHURCH ST,36.159745,-86.788521,,,,,,0
DRDJOJSN,5285,DR DB TODD JR BLVD & JO JOHNSTON AV,555 DR DB TODD JR BLVD & JO JOHNSTON AVE,36.160663,-86.802047,,,,,,
MURFEREF,5287,MURFREESBORO PK & FERGUS RD,5544 USHY 41 & FERGUS RD,36.010319,-86.543967,,,,,,
MURFERWF,5291,MURFREESBORO PIKE & FERGUS RD WB,,36.011107,-86.54452,,,,,,
MURSTOWF,5292,MURFREESBORO PIKE & STONES RIVER RD,,36.019614,-86.573641,,,,,,
MURJACWF,5293,MURFREESBORO PIKE & JACKSON SQ BLVD,,36.020262,-86.576425,,,,,,
MURCITWN,5294,MURFREESBORO PIKE & CITY HALL WB,,36.021807,-86.581929,,,,,,
MURCITEN,5295,MURFREESBORO PIKE & CITY HALL EB,,36.021879,-86.582799,,,,,,
MURJACEN,5296,MURFREESBORO PIKE & JACKSON SQ BLVD,,36.020026,-86.576793,,,,,,
GALPNR,5301,GALLATIN PARK AND RIDE,,36.366956,-86.502848,0,,,,,0
OLDH70NF,5314,OLD HICKORY BLVD & HWY 70S NB,,36.075779,-86.920781,,,,,,2
RECHAREN,5315,RECOVERY RD & HARDING PL EB,,36.080245,-86.717891,,,,,,
HARTAMEN,5316,HARDING PL & TAMPA DR EB,,36.082531,-86.710672,,,,,,
HAREZEEN,5317,HARDING PL & EZELL PK EB,,36.08944,-86.688593,,,,,,
WALWILWF,5318,WALLACE RD & WILLARD DR WB,,36.079863,-86.703793,,,,,,
WALTURWN,5319,WALLACE RD & TURLEY DR WB,,36.079101,-86.708119,,,,,,
EZECONWN,5320,EZELL PIKE CONVENIENCE CTR WB,3240 EZELL PIKE,36.086817,-86.686874,,,,,,
NOLTAYSN,5321,NOLENSVILLE PK & TAYLOR RD SB,,36.069885,-86.721628,,,,,,
GREKNIEN,5332,GREEN LN & KNIGHT DR EB,,36.236671,-86.803279,,,,,,
PORPREWF,5337,PORTER RD & PRESTON DR WB,1981 PORTER RD & PRESTON DR,36.19602,-86.717558,,,,,,
RURCORNN,5340,RURAL AVE AND CORBETT LN (BIG PICTURE H.S.),,36.142901,-86.856027,,,,,,
CLKE11PR,5342,CLARKSVILLE EXIT 11 PARK AND RIDE,,36.525005,-87.217205,0,,,,,
BILTAPTS,5345,BILTMORE APARTMENTS AT GLASTONBURY & MASSMAN,510 GLASTONBURY RD & BRILEY PKWY,36.133289,-86.701186,,,,,,
THOMUREN,5346,E THOMPSON & MURFREESBORO EB,,36.126231,-86.711711,,,,,,
THOMURWF,5347,E THOMPSON & MURFREESBORO WB,207 THOMPSON LN E & RAMP,36.126515,-86.711739,,,,,,2
COLEMAN,5348,COLEMAN RECREATION CENTER,,36.11191,-86.743385,,,,,,
THOSEAEF,5349,THOMPSON LN & SEABOARD DR EB,,36.111093,-86.74961,,,,,,
THOGRAEF,5350,THOMPSON LN & GRANDVIEW EB,,36.110896,-86.746532,,,,,,
THOSIMEF,5351,THOMPSON LN & SIMMONS EB,,36.110422,-86.740431,,,,,,
THOSTEEF,5352,THOMPSON LN & ST EDWARDS DR EB,,36.110185,-86.738175,,,,,,
THOWINEN,5353,THOMPSON LN & WINGATE AVE EB,,36.10985,-86.734791,,,,,,
THOSELEN,5354,THOMPSON LN & SELENA DR EB,,36.109606,-86.732269,,,,,,
ETHGLENF,5355,E THOMPSON LN & GLENROSE NB,,36.115479,-86.719325,,,,,,0
ETHOLDNN,5356,E THOMPSON LN & OLD GLENROSE NB,,36.117135,-86.719031,,,,,,
ETHCURNF,5357,E THOMPSON LN & CURREY RD NB,,36.119019,-86.718415,,,,,,
ETHLAWNF,5358,E THOMPSON LN & LAWNDALE NB,,36.122521,-86.71746,,,,,,
ETHBRONN,5359,E THOMPSON LN & BROWNING RD NB,,36.120544,-86.717951,,,,,,0
ETHWIMEN,5360,E THOMPSON LN & WIMPOLE EB,,36.124468,-86.715127,,,,,,0
MASKIPNF,5361,MASSMAN DR & KIPLING DR NB,,36.130649,-86.700083,,,,,,
MASKIPNM,5362,MASSMAN DR & KIPLING DR NB,,36.13214,-86.700675,0,,,,,0
MASGLANF,5363,MASSMAN DR & GLASTONBURY DR NB,,36.133947,-86.702625,,,,,,
MASPATNN,5364,MASSMAN DR & PATRICIA DR NB,,36.134916,-86.704613,0,,,,,
PATKARNN,5365,PATRICIA DR & KAREN DR NB,,36.138973,-86.70577,,,,,,
KARBRIEN,5366,KAREN DR & BRILEY PKWY EB,,36.139535,-86.700785,,,,,,
GLABRIWF,5367,GLASTONBURY RD & BRILEY PKWY WB,,36.136966,-86.700464,,,,,,
GLABRIWM,5368,GLASTONBURY RD & BRILEY PKWY WB,,36.135986,-86.7016,,,,,,
POWTHONN,5369,POWELL AVE & THOMPSON LN NB,,36.110613,-86.766894,,,,,,
GLAMASSN,5370,GLASTONBURY RD & MASSMAN DR SB,,36.133808,-86.702296,,,,,,
MASGLASM,5372,MASSMAN DR & GLASTONBURY RD SB,,36.131742,-86.700506,,,,,,0
GOOKIPSF,5373,GOODBAR DR & KIPLING DR SB,,36.130048,-86.700261,,,,,,
GOOTHOSN,5374,GOODBAR DR & THOMPSON PL SB,,36.12736,-86.700639,,,,,,0
THOCATWN,5375,THOMPSON PL & CATINA DR WB,,36.127309,-86.703813,,,,,,0
THOPATWN,5376,THOMPSON PL & PATRICIA DR WB,,36.127233,-86.70706,,,,,,
THOMURWN,5378,THOMPSON PL & MURFREESBORO PK WB,,36.12692,-86.710293,,,,,,0
ETHWIMWN,5379,E THOMPSON LN & WIMPOLE WB,,36.124904,-86.71473,,,,,,0
ETHLAWSF,5380,E THOMPSON LN & LAWNDALE DR SB,,36.121929,-86.717859,,,,,,
ETHBROSF,5381,E THOMPSON LN & BROWNING RD SB,,36.120599,-86.718195,,,,,,
ETHWIMSF,5382,E THOMPSON LN & WIMPOLE DR SB,,36.118399,-86.718843,,,,,,
ETHOLDSF,5383,E THOMPSON LN & OLD GLENROSE SB,,36.117036,-86.719289,,,,,,
ETHGLESF,5384,E THOMPSON LN & GLENROSE SB,,36.114457,-86.719833,,,,,,
THOSELWN,5385,THOMPSON LN & SELENA DR WB,,36.109838,-86.731716,,,,,,
THOWINWF,5386,THOMPSON LN & WINGATE AVE WB,,36.110077,-86.73481,,,,,,
THOSTEWN,5387,THOMPSON LN & ST EDWARDS WB,,36.110359,-86.73749,,,,,,
THOSIMWN,5388,THOMPSON LN & SIMMONS AVE WB,,36.110649,-86.740541,,,,,,
THOGRAWN,5389,THOMPSON LN & GRANDVIEW WB,,36.111126,-86.746656,,,,,,
THOLANWF,5390,THOMPSON LN & LANDERS AVE WB,,36.111313,-86.749256,,,,,,
THOEUGWN,5391,THOMPSON LN & EUGENIA AVE WB,,36.111186,-86.754258,,,,,,
THOKRAWN,5392,THOMPSON LN & KRAFT DR WB,,36.111538,-86.757605,,,,,,
THOEIRWN,5393,THOMPSON LN & E IRIS DR WB,,36.11203,-86.762728,,,,,,
THOBRAWM,5394,THOMPSON LN & BRANSFORD DR WB,,36.112227,-86.764816,,,,,,0
GLASOUWN,5404,GLASTONBURY AND SOUTHWOOD WB,,36.135296,-86.701995,,,,,,
MOR57ASN,5411,MORROW RD & 57TH AVE N SB,5707 MORROW RD & 57TH AVE,36.160003,-86.857182,,,,,,
MORALASM,5412,MORROW RD & ALABAMA AVE SB,,36.152446,-86.852286,,,,,,
51AGEONF,5413,51ST AVE N & GEORGIA AVE NB,,36.155586,-86.848664,,,,,,
AGEXPOPR,5414,WILLIAMSON CO AG EXPO PARK AND RIDE,4205 LONG LN,35.861601,-86.826882,0,,,,,
28ACITNN,5428,28TH AVE N & CITY BLVD NB,,36.152325,-86.818473,,,,,,
DELCUMSN,5431,DELAWARE AVE & CUMBERLAND AVE SB,,36.267283,-86.703557,,,,,,
MCSHAM,5474,HAMILTON SPRINGS STATION,,36.234559,-86.367777,0,,,,,0
FRAKIRNN,5480,FRANKLIN PIKE & KIRKWOOD AVE NB,,36.12109,-86.77526,,,0,,,1
FRABERSN,5481,FRANKLIN PK & BERRY RD SB,,36.119076,-86.774785,,,,,,
FRABERNF,5482,FRANKLIN PK & BERRY RD NB,,36.119425,-86.774642,,,,,,
FRATHOSN,5483,FRANKLIN PK & THOMPSON LN SB,,36.111314,-86.773528,,,,,,
OLDWOOSF,5485,OLD HICKORY BLVD & WOODBURY FALLS D,367 OLD HICKORY BLVD & WOODBURY FALLS DR,36.087678,-86.920852,,,,,,0
LISEDWSN,5489,LISCHEY AVE & EDWIN ST SB,,36.204415,-86.761388,0,,,,,
LISEDISN,5490,LISCHEY AVE & EDITH AVE SB,,36.202232,-86.761792,,,,,,0
LISGATSF,5492,LISCHEY AVE & GATEWOOD AVE SB,,36.198892,-86.762388,,,,,,
LISMARSF,5493,LISCHEY AVE & MARIE ST SB,1380 LISCHEY AVE,36.196073,-86.762889,,,,,,0
LISGATNN,5494,LISCHEY AVE & GATEWOOD AVE NB,,36.199077,-86.762262,,,,,,
RIVPORSN,5495,RIVERSIDE DR & PORTER RD SB,,36.195518,-86.723559,,,,,,0
WED15AEF,5496,WEDGEWOOD AVE & 15TH AVE S EB,,36.135904,-86.791639,,,,,,
WED15AWF,5497,WEDGEWOOD AVE & 15TH AVE S WB,,36.136129,-86.792241,,,,,,
WED12AEF,5498,WEDGEWOOD AVE & 12TH AVE S EB,,36.136059,-86.78829,,,,,,
WED12AWN,5499,WEDGEWOOD AVE & 12TH AVE S WB,,36.136225,-86.788401,,,,,,
WEDHILEF,5500,WEDGEWOOD AVE & HILLSIDE AVE EB,,36.134648,-86.783631,,,,,,
WEDHILWF,5501,WEDGEWOOD AVE & HILLSIDE AVE WB,,36.134879,-86.784337,,,,,,
WED8AVEN,5502,WEDEWOOD AVE & 8TH AVE S EB,,36.134158,-86.779306,,,,,,
WED8AVWN,5503,WEDGEWOOD AVE & 8TH AVE S WB,,36.134333,-86.778933,,,,,,
WEDMARWN,5504,WEDGEWOOD AVE & MARTIN ST WB,,36.133499,-86.770303,,,,,,
LISDOUSN,5505,LISCHEY AVE & DOUGLAS AVE SB,,36.193722,-86.76329,,,,,,
JONTRINF,5506,JONES AVE & TRINITY LN NB,,36.205552,-86.75752,,,,,,
21AMURSN,5507,21ST AVE N & MURPHY AVE SB,,36.155394,-86.804953,,,,,,
CHA20AEF,5509,CHARLOTTE AVE & 20TH AVE EB,,36.15712,-86.803218,,,,,,0
CHA20AWN,5510,CHARLOTTE AVE & 20TH AVE WB,,36.157269,-86.80345,,,,,,1
NEELAREF,5511,NEELYS BEND RD & LARKIN SPRINGS RD EB,,36.249416,-86.686334,0,,,,,
CHEMANNF,5512,CHEYENNE BLVD & MANZANO RD NB,,36.257698,-86.677769,,,,,,
CHEWARNF,5513,CHEYENNE BLVD & WARRIOR RD NB,,36.259274,-86.678827,,,,,,
OLDLARWF,5514,E OLD HICKORY BLVD & LARKIN SPRINGS,,36.262692,-86.684728,,,,,,
GALCARNF,5516,GALLATIN PK & CAROLYN AVE NB,,36.197274,-86.741814,,,,,,0
GALCARSN,5517,GALLATIN PK & CAROLYN AVE SB,,36.197152,-86.742074,,,,,,
GALOLDNM,5518,GALLATIN PIKE & OLD HICKORY NB,,36.264336,-86.711352,,,,,,
GALLOVSN,5519,GALLATIN PIKE & LOVELL ST SB,,36.268494,-86.710836,,,,,,
GALBROSF,5520,GALLATIN PIKE & BROADMOOR SB,4556 GALLATIN PIKE & BROADMOOR DR,36.229755,-86.725203,0,,0,,,0
CLECRESM,5521,CLEGHORN AVE & CRESTMOOR RD SB,,36.108103,-86.818967,,,,,,0
FAIGRESN,5522,FAIRFIELD AVE & GREEN ST SB,,36.152845,-86.75644,,,,,,
JEF21AWN,5523,JEFFERSON ST & 21ST AVE N WB,1986 JEFFERSON ST & 21ST AVE,36.169146,-86.809428,,,,,,0
CHA33AWF,5524,CHARLOTTE AVE & 33RD AVE WB,3304 CHARLOTTE AVE & 33RD AVE,36.152929,-86.824502,,,,,,0
HERFAIWF,5525,HERMITAGE AVE & FAIRFIELD AVE WB,,36.154046,-86.756457,,,,,,0
HERFAIEF,5526,HERMITAGE AVE & FAIRFIELD AVE EB,,36.153711,-86.755372,,,,,,
MURALUEF,5528,MURFREESBORO PIKE & ALUMNI DR EB,352 MURFREESBORO PIKE & LESTER AVE,36.145551,-86.752862,,,,,,0
BELHICNM,5529,BELL RD & HICKORY HIGHLANDS NB,640 BELL RD,36.061918,-86.638152,0,,,,,0
FRAKIRSF,5531,FRANKLIN PIKE & KIRKWOOD AVE SB,,36.121084,-86.775465,,,,,,
DBTJEFNF,5532,DR DB TODD JR BLVD & JEFFERSON ST N,,36.169891,-86.806731,0,,,,,
DRDALBSN,5533,DR DB TODD JR BLVD & ALBION SB,,36.166411,-86.805459,,,,,,
CHENEENF,5535,CHEYENNE BLVD & NEELY'S BEND RD NB,,36.241059,-86.67336,,,,,,
